claim_id,status,scope,statement_source
E993-R25-KADDITION-CLOSURE-X-LE-4,VERIFIED,"Fixed-rank, named as such: x(G + K1) <= x(G)+1 for every finite forest G with x(G) <= 4, no order bound in the hypothesis. CONDITIONAL -> VERIFIED at the Cycle 5 close: both former dependencies addressed — Hunter's spanning-tree inequality PROVED in-run (E993-R25-HUNTER-SPANNING-TREE-INEQUALITY) and the un-replayed finite scan replaced by E993-R25-SECOND-ORDER-TWO-SIDED-CEILING, whose parameter space is proved complete (Delta_4 < 0 implies |V| <= 19 < 21). Remaining input named on its face: the order-<= 21 in-run forest census (8,355,831 classes; established in Cycle 4, replayed byte-identically by both Cycle 4 critics; not re-run in Cycle 5). Smallest open rank x = 5, residue orders 22-29 (about 1.9e10 classes). r27 Cycle 1 (2026-09-24): extended to x ≤ 5 by E993-R27-KADDITION-CLOSURE-X-LE-5 at proved_informal-with-census; the census input is named on the new claim's face, and no formal grade from (LB)/(R5) promotes either claim. The clause 'Smallest open rank x = 5, residue orders 22–29' is closed: under (R5) every forest with x = 5 has order ≤ 20. Rank 0 of this claim's own statement is discharged directly (Δ_0 = n − 1 < 0 iff n = 0; ∅ ⊔ K_1 = K_1 with x = 1), so it needs no census artifact; closure_certificate.json's rank-0 entry is corroboration.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-KADDITION-CLOSURE-X-LE-4
E993-R25-FOURTH-BAND-CLOSE-ALL-R,VERIFIED,"FIXED-BAND d = 5 (the diagnostic band E993-C3-FOREST-FOURTH-WIDE-CROSSING-SIGN), every r; x(F) < r load-bearing. Composed at the Cycle 4 synthesis from eight inputs; graded at the weakest link. NO INPUT IS CARRIED WITHOUT A DERIVATION (SR-S2, addendum lane C): the two links carried in Cycle 4 were derived in Cycle 5 — the cover-fiber/Hall carry step (seat F3; C-F3-T, C-F3-U; F adjudicator), now formally verified as E993-R25-BAND-CARRY-STEP-HALL (C6-LA2); and the general half of c(5) = 5, derived from E993-R25-BAND-CARRY-STEP-HALL and E993-R25-BINOMIAL-DIFFERENCE-CATALAN-CEILING and still proved_informal. Supersedes E993-R25-FOURTH-BAND-CLOSE-R-LE-260 (kept as the historical record). Consequence stated exactly and no further: Tier 1's remaining region is the excesses d >= 6. Not awarded as a composition: THREE of its eight inputs are formally verified at the addendum close (the matching half C1-LA1; the carry step C6-LA2; the arithmetic tail B-LA1, addendum lane B) — a count of formal inputs is not a grade; the grade is proved_informal at the weakest link.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-FOURTH-BAND-CLOSE-ALL-R
E993-R25-MATCHING-DUAL-SCALAR-CORE,VERIFIED,"Pure arithmetic of the stratified matching-incidence certificate's greedy dual; uniform in (m,d) on the region and in the index; no horizon; m and d are numerals; no SimpleGraph, Delta_k or indepCount occurs; nu, tau and x(F) < r enter nowhere. EXCLUDED: it is the SCALAR core and does NOT raise E993-R25-MATCHING-ALL-INDEX-DUAL-POSITIVITY (whose object is coefficientwise-in-t nonnegativity of N_j); not the large-rank theorem; not the Tier 3a schema; no statement about any graph, forest, G1 tuple, tier, FOREST, TREE, TRANSFER or Erdos #993; no sharpness claim; no certificate-existence claim for any graph.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-MATCHING-DUAL-SCALAR-CORE
E993-R25-G1-RESIDUAL-D5-SLICE,VERIFIED,"FIXED-SLICE d' = 5 only; registered by the equation |U| = 2p+1. Finiteness of U comes from guard 9 (not guard 1); p >= 3 comes from guard 10 alone; guard 10 is exactly the band hypothesis x(U) < p-2 and is load-bearing (3,206 of 264,648 guard-1-to-9 tuples with |U| = 2p+1 have Delta_{p-2}(U) > 0); guards 2-8 inert. The slice is EMPTY for p-2 <= 4 as a theorem and settled exhaustively at p-2 = 5 without the band, so the informal band E993-R25-FOURTH-BAND-CLOSE-ALL-R is load-bearing only at p-2 >= 6. No part of the grade may be sourced to E993-R25-FOURTH-BAND-SEVEN-EDGE-MATCHING-SIGN alone. With the registered d' = 2 and d' = 4 slices and E993-R25-G1-RESIDUAL-D3-SLICE, the Tier 2 residue is every d' >= 6 plus the single cell p = 6 at d' = 3. E993-G1WIDE-NO-SIZE-CAP stays OPEN (uniform in |U|; nothing bounds d' above); no status transfer to any tier.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-G1-RESIDUAL-D5-SLICE
E993-R25-BAND-CARRY-STEP-HALL,VERIFIED,"nu enters once (the numeric equality producing the C -> B bijection); tau = 6 fixes C(6,a) and |B| = 2r-1; d = 5 enters only through the order; x(F) < r enters nowhere; acyclicity enters nowhere; nu = tau is proved load-bearing by an explicit nu < tau control. No horizon. The graph-theoretic carry step of the d = 5 band's closure, now DERIVED (it was carried from the Cycle 3 record in Cycle 4).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-BAND-CARRY-STEP-HALL
E993-R25-BINOMIAL-DIFFERENCE-CATALAN-CEILING,VERIFIED,"Binomial/Catalan integers; no graph content. (The return's 'increment > 0 for n >= 2k-1' is wrong: exactly 0 at n = 2k-1; strictness begins at n = 2k.) Reduces the exceptional cells of c(5) = 5's general half from eight (three at tau = 4, five at tau = 5) to the five tau = 5 cells by algebra.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-BINOMIAL-DIFFERENCE-CATALAN-CEILING
E993-R25-G1-RESIDUAL-D3-SLICE,VERIFIED,"FIXED-SLICE d' = 3 only. Theorem-grade at every p except p = 6, where it is bounded computation inherited from the matching band's live cell (d,r) = (3,4). Forest-restricted and LITERATURE-FREE: U is a forest; at d = 3 the window is empty (c(3) = 3, m(3) = 4), so tau(U) <= 3 (the registered VERIFIED E993-R25-COVER-THRESHOLD-MIN-D-5-FOREST at d = 3, strict and uniform) and tau(U) >= 4 (the run's own matching branch at nu >= m(3) = 4) are exhaustive — the Basit-Galvin (2021) Theorem 3 dependency is DISCHARGED for this slice at every rank; the graph-general E993-GRAPH-SECOND-WIDE-CROSSING-SIGN still carries it and any citation of it must. Guard 10 is x(U) < p-2 verbatim. No transfer to Tier 2.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-G1-RESIDUAL-D3-SLICE
E993-R25-HUNTER-SPANNING-TREE-INEQUALITY,VERIFIED,"General set systems; no graph, no horizon; no source vendored — proved in-run. r27 Cycle 1 (2026-09-24): the x ≤ 5 closure route does not use it; the claim is unchanged and its r25 role is untouched.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-HUNTER-SPANNING-TREE-INEQUALITY
E993-R25-SECOND-ORDER-TWO-SIDED-CEILING,VERIFIED,"FIXED-RANK (k = 4, 5), named as such; the (e, c_e, degree multiset) parameter space is PROVED complete (a proved superset); the tail is supplied by the formally verified (k+1)^2 award. NOT a no-recovery statement. Composed with the order-<= 21 in-run census this closes rank x = 4 of the K1-addition target and narrows x = 5 to orders 22-29. r27 Cycle 1 (2026-09-24): (LB) (E993-R27-FOREST-DESCENT-LINEAR-BOUND, formally_verified) gives Δ_4 < 0 ⇒ n ≤ 16 and Δ_5 < 0 ⇒ n ≤ 20, strictly stronger at both ranks. This claim is unchanged; no grade moves. The narrative clause 'narrows x = 5 to orders 22–29' is superseded: under (R5) that band is empty. The Δ_4 < 0 ⇒ n ≤ 19 clause remains the load-bearing half of the registered x ≤ 4 closure.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-SECOND-ORDER-TWO-SIDED-CEILING
E993-R25-FOREST-ORDER-BOUND-SHARPENED,VERIFIED,"Forests; uniform in k >= 2 (N*(1) = 4). Strictly sharper than the formally verified (k+1)^2 by exactly k-2 for k >= 3; never a weaker sibling and never 'improving the award'. The formerly named-open step — the argmin at e = n-1, c_e = 1 minimising H(n,k,e,min(e,n-e)) — was PROVED unconditionally in Cycle 6 by seat T2 (closed form W(e+1) - W(e) = -(1+delta) C(n-4,k-2) - C(n-4,k-1), delta >= -1, n >= 4 tight) and kernel-checked (formally_verified for award C6-LA6: ErdosR25T2.candidateD_argmin, an INTEGER statement about zero-extended binomials with no graph token; the c_e = 1 bridge critic-attributed to C-T2-F); this is a SCOPE UPDATE, explicitly NOT a grade change of this claim — the full graph theorem's assembly (N12; binding node N3, the maximum-weight auxiliary spanning tree over the line graph; the tree-ordering bridge of Hunter's inequality; an explicit e = 0 node) is unformalised. Hunter's inequality is Cycle 5 seat T3's (E993-R25-HUNTER-SPANNING-TREE-INEQUALITY), not T1's. Seat T2's section 5 states the two boundary-order sign tests INVERTED and is struck (control/C6-CONTROLLER-ADDENDUM-T2-S5.md); the true facts: H - C < 0 at n = k^2+k+3 and > 0 at n = k^2+k+4 for every k >= 2 tested. r27 Cycle 1 (2026-09-24): k²+k+3 − 4k = k²−3k+3 > 0 for every k, so (LB) (E993-R27-FOREST-DESCENT-LINEAR-BOUND) strictly dominates at every k ≥ 2. This claim is unchanged.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-FOREST-ORDER-BOUND-SHARPENED
E993-R25-MA-CATALAN-COMPARISON,VERIFIED,"Binomial/Catalan integers; fixed-band d = 5 through the range 2r-1; uniform in r; never uniform in d. With Cat_r - sum_{a=1}^{6} C(6,a) Cat_{r-1-a} = Gamma(6,r-1) and the formally verified Gamma(6,k) > 0 for k >= 12, the Bd tail becomes a corollary of a registered formal award for r >= 15.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-MA-CATALAN-COMPARISON
E993-R25-D-ROW-STEP-SIGN-LAW,VERIFIED,"Arithmetic of the integer function g -> D(2m-g, m). The name must not be read as unimodality of any independence sequence: proved from a sign identity, importing no shape premise on any i_k. No horizon. The seat's drafted Lean contract D_unimodal_peak (bracket g_c^2 - g_c < 2m+2) is a FALSE proposition (true at 28 of 399 values) and must never be dispatched.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-D-ROW-STEP-SIGN-LAW
E993-R25-FOREST-DELTA3-THRESHOLD-ORDER-12,VERIFIED,"FIXED-RANK (k = 3), uniform in order, no horizon; nu, tau enter nowhere; acyclicity at exactly two points; x(F) < r never assumed (x >= 4 is a corollary). Registered as the FIRST PROOF of an in-run recorded statement (the threshold was recorded in Cycle 4), NOT as a new statement and NEVER as a sharpening of E993-R25-FOREST-DESCENT-ORDER-BOUND-SHARP. The excess reading is a translation of a fixed-rank fact, not a d-band result. Proof: the pendant-vertex identity Delta_k(F) = Delta_k(F-v) + Delta_{k-1}(F-v-u) for a leaf v with neighbour u, an induction (Lemma D2's edgeless-forest case repaired), and exhaustive bases; the order-12 base is unnecessary (an exhaustive base at order 8, 76 classes, suffices with Lemma D1).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-FOREST-DELTA3-THRESHOLD-ORDER-12
E993-R25-CARD5-JOINT-BUDGET-CELLS,VERIFIED,"FIXED-CELL (one (r,k,order) triple each), not uniform in d; tau <= 5 load-bearing and cover-essential at orders 15 and 17 only; the constraint sum crossdeg <= order - 1 is LOAD-BEARING (removing it degenerates the refinement exactly to the size-only bound -18/-14); the unstated padding lemma (tau <= 5 implies a card-5 cover exists) is required. Carries the ballot identity: the size-only card-5 bound at the top-rank cell IS Gamma(5,k) identically, so K(5) = 6 and 'size-only closes from order 19 up' are one fact and the small-rank list is exactly k in {1..5}. A second, non-census derivation of instances of the registered VERIFIED E993-R25-COVER-THRESHOLD-MIN-D-5-FOREST, whose status it does NOT change. True cell minima by exhaustive census: +56 (order 15), +43 (order 17).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-CARD5-JOINT-BUDGET-CELLS
E993-R25-PENDANT-CAP-TAU-7,VERIFIED,"The (7,7,r) cells, ALL 1,082 skeleton classes (128 connector-only + 954 cover-edge; F[C] = empty is used nowhere), uniformly in r. Criterion of record: a Pascal term is <= 0 exactly when n_S <= 2(r-1-t) - 1 (equivalently |B n N(S)| >= 2|S|+3), NOT n_S <= 2(r-1-t) - 2 (sufficient only); through the same termination argument the constant of record is Sum p <= 40 = max_t (2t+2)(8-t), NOT 45 (both critics C-T4-F and C-T4-U independently; T adjudicator verified the arithmetic; both constants are attained by cell-valid configurations, so 40 is the method's exact ceiling). The order-derived padding box 0 <= Sum p <= 2r-K already makes the cap vacuous at r = 15; it binds only at large r. A load-bearing step supplied by C-T4-U: the greedy move stays inside the cell (p_{c*} >= 6 keeps the SDR, so nu = tau = 7 survives). The Cycle 5 attribution (C-T2-U) is not reopened. No 'extremality at tau = 7' reading.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-PENDANT-CAP-TAU-7
E993-R25-THIN-TREE-LOGCONCAVE-TAU-LE-9,VERIFIED,"Unconditional, no horizon: the band of orders 2 tau .. 3 tau - 1 is forced, so the case analysis is complete (orders <= 25 by the registered census; the remainder by exhaustive sweep).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-THIN-TREE-LOGCONCAVE-TAU-LE-9
E993-R25-THIN-TREE-LOGCONCAVE-TAU-LE-10,CONDITIONAL,"CONDITIONAL on the registered order-<= 25 census (E993-UNIV-TREE-TRS2, smallest_witness_order 26), which must travel on its face; the sweep above order 25 is exhaustive (729,303 classes at tau = 10, reproduced by both critics).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-THIN-TREE-LOGCONCAVE-TAU-LE-10
E993-R25-THIN-TREE-TOP-ORDER-CLASSIFICATION,VERIFIED,"Unconditional, structural, no horizon (reproduces the seat's top-order row 6, 11, 23, 47, 106 and predicts 235 / 551 / 1301; 235 confirmed at tau = 11 by both critics).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-THIN-TREE-TOP-ORDER-CLASSIFICATION
E993-R25-THIN-FOREST-NO-RECOVERY-TAU-LE-10,VERIFIED,Rests on the two VERIFIED TRS2 claims (log-concavity is closed under convolution) and inherits E993-R25-THIN-TREE-LOGCONCAVE-TAU-LE-10's conditionality on the order-<= 25 census.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-THIN-FOREST-NO-RECOVERY-TAU-LE-10
E993-R25-STRATUM-COROLLARY-F-D12-REFUTED,REFUTED,"Witness-backed refutation of an EXTENSION beyond a registered scope; the registered claim (d in {2,...,11}) is untouched and not impeached. The k = r-2 qualifier is mandatory. NO Tier 1 contact: the witnesses are unimodal and log-concave with Delta_r < 0. The failure widens with d (negative band r = 21..261 at tau = 14; open past r = 400 at tau = 15..20); the onset threshold is r >= (tau(D-1)+2)/2. r = 19 at tau = 13 stays OPEN (>= +89,857,131 under two controlled null searches; exhaustive over the single-hub family: +405,520,555).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-STRATUM-COROLLARY-F-D12-REFUTED
E993-R25-MATCHING-ALL-INDEX-COEFFICIENTWISE-NONNEG,VERIFIED,"Uniform in d, m and j; no horizon; no graph object; nu, tau, x(F) < r nowhere; the region 3d <= 2m+2 is exactly sharp (off-region witness (m,d) = (1,2): N_1 = -t-1). Substitution t = r - K. EXCLUDED: clause (b) of the parent claim (mu_j^g(t) >= 0, denominator positivity, clamp persistence) is formalised nowhere, so the parent stays proved_informal and 'the coefficientwise positivity lemma is formal' must never be shortened to 'the all-index dual positivity claim is formal'; the j = m instance IS the sufficiency half of E993-R25-MATCHING-CERTIFICATE-POSITIVITY-IFF (Q_{m,d} = m! N_m; two registry keys); the converse half is not formalised; bears not at all on E993-R25-MATCHING-BRANCH-UNIFORM-SIGN (OPEN).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-MATCHING-ALL-INDEX-COEFFICIENTWISE-NONNEG
E993-R25-BD-INTERIOR-PEAK-CATALAN-BOUND,VERIFIED,"Parameterized in m with the explicit threshold 7 <= m (load-bearing: fails below); the maximiser is supplied as a WITNESS of the two bracket inequalities and never asserted to exist (exactly one witness g per m). Fixed-band d = 5 arithmetic ingredient; no graph content; 'the step-sign law and interior peak bound', never 'the band's tail'; raises neither E993-R25-BD-TAIL-NEGATIVE nor E993-R25-FOURTH-BAND-CLOSE-ALL-R.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-BD-INTERIOR-PEAK-CATALAN-BOUND
E993-R25-CARD5-COVER-CATALAN-BOUND,VERIFIED,"Parameterized in (n,k); unconditional (no floor hypothesis); the card-5 analogue of frozen ENTRY 179 (card 4), consuming the renamed cover_rank_bound_five (the frozen ENTRY 170 collision resolved). EXCLUDED: Gamma(5,k) > 0 for k >= 6 (catalan_gap5_pos) is an instance of the formally verified E993-R25-CATALAN-GAP-MONOTONE-RATIO at tau = 5 and is NOT registered as new; not c(d) = min(d,5); not a tier statement.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-CARD5-COVER-CATALAN-BOUND
E993-R25-RANK5-CEILING-SHARPENED-TO-25,VERIFIED,"FIXED-RANK k = 5. An ORDER BOUND (contrapositive Delta_5 >= 0), never a no-recovery statement, never bundled with the x <= 4 closure. Composition on its face: orders 26-29 proved in-run over a proved-complete (e, c_e, degree multiset) superset including disconnected forests, every (e, c_e) != (n-1, 1) and the edgeless case; n >= 30 composed with the registered rank-5 ceiling 29 (whose tail is the formal (k+1)^2 = 36 for n >= 37 plus the second-order certificate for 30 <= n <= 36). STRUCTURAL REPAIR (second read): the chain 36 -> 33 -> 29 -> 25 is a numerically decreasing sequence, not a derivation chain — k^2+k+3 = 33 is NOT on the derivation path of 25. Named dependencies: the classical second- and third-order Bonferroni inequalities; E993-R25-HUNTER-SPANNING-TREE-INEQUALITY (proved_informal, Cycle 5 seat T3); the AM-GM substitution; kappa(n,k) >= 0. Residue for x = 5 on orders 22-25: forests with at least THREE branch vertices (E993-R25-RANK5-TWO-BRANCH-EXACTNESS-ORDERS-22-29). r27 Cycle 1 (2026-09-24): under (R5) (E993-R27-RANK5-CEILING-20, formally_verified) the stated residue for x = 5 on orders 22–25 with ≥ 3 branch vertices is EMPTY; the branch-vertex condition is inert (the order band alone suffices). The claim's own statement and VERIFIED grade are unchanged; the residue note is a downstream consequence at the grade of (R5) and does not promote to this face.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-RANK5-CEILING-SHARPENED-TO-25
E993-R25-FOREST-THIRD-ORDER-BONFERRONI-BOUND,VERIFIED,"Holds for EVERY triangle-free graph — acyclicity is used only through triangle-freeness (C-T3-U), which is why the chartered lever under-delivers; alone it is WEAKER than the second-order certificate at every relevant order (loose on near-star profiles) and is useful only in the joint Pareto combination.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-FOREST-THIRD-ORDER-BONFERRONI-BOUND
E993-R25-RANK5-TWO-BRANCH-EXACTNESS-ORDERS-22-29,VERIFIED,"Bounded computation, COMPLETE on the named finite class: 20,108,361 isomorphism classes / 19,955,812 Delta_5 evaluations, zero violations, with a positive-detection control and an AHU completeness control; the two-hub tree sub-family at orders 22-25 is 227,966 classes (58,648 / 86,660 / 126,677 / 183,325 structures per C-T3-F's count). SUPERSEDES any spider candidate (the seat's spider enumeration covers connected spanning trees only, 15,650 distinct classes, its '10,738' struck). Consequence: the x = 5 residue of the K1-addition target is exactly the forests of order 22-25 with at least three branch vertices. r27 Cycle 1 (2026-09-24): stands as a standalone theorem at its own statement and VERIFIED grade. Its role as an INPUT to the K1-addition closure is superseded by the (R5) route (E993-R27-RANK5-CEILING-20, formally_verified), which needs no branch-vertex analysis; the consequence stated on this face — 'the x = 5 residue of the K1-addition target is exactly the forests of order 22–25 with at least three branch vertices' — is EMPTY under (R5). Neither the theorem nor its grade moves.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-RANK5-TWO-BRANCH-EXACTNESS-ORDERS-22-29
E993-R25-THIN-TREE-LOGCONCAVE-TAU-LE-11,CONDITIONAL,"Thin = at most one pendant leaf per cover vertex; order in [2tau, 3tau-1] exactly (order 33 = 3tau is outside the band). CONDITIONAL on the registered order-<= 25 census (E993-UNIV-TREE-TRS2, orders 22-25 at tau = 11) and on Cycle 5 critic C-F4-T's orders 27-32 (unreplicated in Cycle 6); order 26 is Cycle 6's exhaustive sweep (336,219 skeletons, 10,601,172 attachment instances, 1,178,732 distinct thin classes, zero failures), reproduced to the unit orbit-free by both F1 critics; orders 32 (235 classes) and 35 at tau = 12 (551) closed by C-F1-U. Successor of E993-R25-THIN-TREE-LOGCONCAVE-TAU-LE-10.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-THIN-TREE-LOGCONCAVE-TAU-LE-11
E993-R25-THIN-FOREST-NO-RECOVERY-TAU-LE-11,VERIFIED,"Via E993-TRS2-IFF-ALC and E993-TRS2-CONVOLUTION-CLOSURE with the POSITIVE-INTERVAL-SUPPORT hypothesis and E993-TRANSFER-TO-FOREST's per-component discipline on its face; inherits E993-R25-THIN-TREE-LOGCONCAVE-TAU-LE-11's conditionality. Successor of E993-R25-THIN-FOREST-NO-RECOVERY-TAU-LE-10; NOT a scope note on E993-R25-RECOVERY-LOGCONCAVITY-NECESSARY. The in-window question at tau = 12 stays open at exactly h in {6,7,8} of order 26 (764,513 skeletons; the two known tau = 12 log-concavity failures T(3,4,4) (h = 3, rank 13, -378) and W2 (h = 4, rank 13, -68) are out of window; padding either with isolated vertices to m <= 3000, K2 blocks or each other yields no in-window failure); the standing in-window minimum tau = 21 is unchanged.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-THIN-FOREST-NO-RECOVERY-TAU-LE-11
E993-R25-SINGLE-HUB-HALL-EQUIVALENCE,VERIFIED,"Necessary AND sufficient (Hall + the Koenig-Ore deficiency half); the hypothesis that the hub touches all of C is load-bearing; verified exhaustively over all 80,321 profiles at r = 19, tau = 13 (0 mismatches), superseding the seat's 4,000 random trials. The single-hub sub-family of the (r = 19, tau = 13) cell is positive at EVERY k <= 17 (12,199 admissible profiles, minimum +405,520,555), and the (3,4^12) profile is label-feasible exactly at r = 20; the cell itself stays OPEN (no proof, no witness; the hyperforest floor +89,857,131 is an attained value, not a proved floor).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-SINGLE-HUB-HALL-EQUIVALENCE
E993-R25-SURPLUS-COVER-EDGE-BUDGET,VERIFIED,Structural; turns the seat's assumed e_C = 0 into a budget fact (cover edges and hub surplus draw on one budget).,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-SURPLUS-COVER-EDGE-BUDGET
E993-R25-STRATUM-DEGREE-LE-3-POSITIVE,VERIFIED,"Exact sign decomposition at k = r-2, term by term (not a scan). The asymptotic criterion G(tau,D) = 2 + (1/2)[(3-D) tau q (1+q)^(tau-1) + (1+q)^tau - 1], q = 2^(1-D), predicting that the tau = 15..20 bands at D = 4 never close (G(tau,4) < 0) and explaining the late tau = 14 closure (G(14,4) = +0.055), is a DERIVATION, not a theorem (its Gaussian-ratio limit step carries no error bound).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-STRATUM-DEGREE-LE-3-POSITIVE
E993-R25-STRATUM-BAND-TAU-D-FACTS,VERIFIED,"BOUNDED COMPUTATION at the named horizons on the uniform single-hub family at fixed D (k = r-2 only) — not the joint bound, not general forests. The seat's tau = 14 'stress test' is VOID (its move set preserves the leaf total, confining it to a hyperplane the D = 4 band cannot reach; inside the band it reports positive against a negative truth) and carries no evidence; the closure conclusion stands on the critics' replacement evidence only. The onset threshold of record is r >= (3 tau + 2)/2.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-STRATUM-BAND-TAU-D-FACTS
E993-R25-COVER-DIAGONAL-D6-RESIDUE-COMPLETE,VERIFIED,"Bounded computation, complete on the named finite classes; the seat's bounded-probe minima (+75, +164, +279, +294, +623) are superseded; the seat's two-hub null search had an order-arithmetic bug (repaired minima +149, +245). The breaking cell of the slack argument on the diagonal, (6,6,9) order 24 Delta_8 = -78, is the REGISTERED D6-SIGN witness (a disclosed replay, not a new refutation). The 'order 9 vacuous' sentence is FALSE (min Delta_1 = +19 over 153 forests). The tau <= 5 Gamma-residue count by excess with s*(tau) and Lemma H's uniqueness half are STATED by the synthesis and NOT registered (they await an isolated second read).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-COVER-DIAGONAL-D6-RESIDUE-COMPLETE
E993-R25-MATCHING-BAND-REGION-DOMINATION,VERIFIED,"The absolute-stratum closed form sigma_j(r) is identical to the registered (P,Q,alpha,i) recursion (7,080 cells). Region II is exactly {E_j <= 0}; the exact requirement there is jQ >= rho_j jP + (rho_j - 1)E_j (a free slack (rho_j - 1)|E_j|); the multiplicative strengthening Q >= rho_j P is REFUTED (661 witnesses at d <= 70, worst (6,8,7)); the seat's 'two refuted strengthenings' are one inequality; the seat's 'argmin always just inside Region II' is FALSE at d in {3,5,7,9}; the requirement's margin binds at the band top and decays like ~0.3/d, and the safety ratio's minimum ~1.4865 at (200,203,202) sits at the band BOTTOM (the critics use reciprocal rho conventions — never mix them). The d = 3 result is a grade change, NOT a closure of the live cell (3,4); the schema stays OPEN.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-MATCHING-BAND-REGION-DOMINATION
E993-R25-MATCHING-BAND-ABSORBING-RESIDUE,VERIFIED,"BOUNDED COMPUTATION at the attained horizon d <= 400 (seat T1's populations reproduced exactly by both critics); extending the horizon by sweeping is not a route. What closing the residue would give: top-cell attainment as a theorem, which with the j = r+1 constraint and a uniform top-cell margin bound closes the band d < r < K(d), the live cell (3,4) and the last open rank of the d' = 3 slice.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-MATCHING-BAND-ABSORBING-RESIDUE
E993-R25-BINOMIAL-DIFFERENCE-CATALAN-FLOOR-UNIQUENESS,VERIFIED,"Arithmetic auxiliary; independent of any graph or G1 hypothesis; the UNIQUENESS refinement of E993-BINOMIAL-DIFFERENCE-CATALAN-FLOOR (whose floor half it re-derives); the equality VALUE at b = 2j overlaps E993-PAIR-STAR-CLOSURE's Catalan-slack identity for j >= 3 only and is re-derived here for every j >= 0; NOT a corollary of FLOOR + E993-R25-BINOMIAL-DIFFERENCE-CATALAN-CEILING (which leave 2j values of b unexcluded at each j >= 1 and say nothing about b = 2j-1). Proof: with h(b) = C(b,j) - C(b,j+1), Pascal gives h(b+1) - h(b) = C(b,j-1) - C(b,j), which is 0 for b <= j-2 (h identically 0 < Cat_j there — the LOW-PLATEAU step), > 0 for j-1 <= b <= 2j-2, exactly 0 at b = 2j-1 (C(2j-1,j-1) = C(2j-1,j)), < 0 for b >= 2j; h(2j) = Cat_j. ERRATUM against the r25 record (A1-E-a): the sign clause 'C(b,j-1) - C(b,j) > 0 for b <= 2j-2' printed in the r25 Cycle 6 F adjudication (Ruling 34) and by critic C-F4-T is FALSE on 0 <= b <= j-2; C-F4-U's range is the correct one. The struck '29 explicit forests' support is not evidence for this statement. Critic-attributed to r25 Cycle 6 C-F4-T and C-F4-U; adjudicator re-derived; isolated second read SR-H (addendum lane C) confirmed_with_repairs.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-BINOMIAL-DIFFERENCE-CATALAN-FLOOR-UNIQUENESS
