cycle,row_id,claim,tier,scope,disposition,provenance,verification_level,dedup_canonical_of,cites_canonical,supersession_chain,correction_note
C6,R23B-C6-U1-02,"RC-18 revised: census 0 fwd/3 rev all-OPEN on the revised row (5 agreeing instruments), fingerprint restored, claim_key-absence corrected; **NOT registrable as drafted** (alias + 9-row W4 + escalation trigger); Ashton-gated",disclosure,,retained,ADJ-U C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-U1-03,Two CLAIM-DISTINCTIONS draft entries (unwritten; entry 2 non-schema-conformant watch item),process,,retained,ADJ-U C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-U1-04,"Mathematics-agent handoff (identities at scope; \|P\|≤\|N\|=O14 via BRIDGE-2; RTree horn = Ashton's decision, neither recommended); **install final C6 counts, not ""297""**",disclosure,,retained,ADJ-U C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-U1-05,`def(G)` `=`→sealed `>=` operator align at install (C5-inherited; `>0`/fingerprint unaffected),minor,,retained,ADJ-U C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-U2-01,"168-row TERMINAL-LEDGER (13/50/37/19/49), 0 collisions, dual extraction channels; rule-id/row-id regex bug found+fixed",process,,retained_narrowed,ADJ-U C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-U2-02,"Five cross-cycle supersession links (W4/TRS2-alias; C4-T3-01→C5-T2-02/-03; two C1→C2; CB(8,92)→g_u registrar)",process,,retained_narrowed,ADJ-U C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,"R23B-C5-F3-04 (CB(8,92) canonical)",,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-U2-03,11-value agreement matrix with per-value verification levels + fences/CRITICAL-carry (T3-01 kernel fence; T16 rejected-cert carry),process,,retained_narrowed,ADJ-U C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-U2-04,**MAJOR** — envelope figure-of-record 6197 cell blank (regex line-wrap drops duty-22 figure; RETURN over-certifies); controller fills 6197 + non-null guard + re-seal,MAJOR,,retained_narrowed,ADJ-U C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-U2-05,Self-test collision-branch not independently demonstrated (planted dup trips row-count REFUSE first),minor,,retained_narrowed,ADJ-U C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-U2-06,"`build_agreement_matrix` docstring ""never typed from memory"" inaccurate for hardcoded (verified-correct) duty-22 cells",minor,,retained_narrowed,ADJ-U C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-U2-07,Remove defused always-true `assert … or True` (line 109),minor,,retained_narrowed,ADJ-U C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-U3-01,"Seals canonically verified, SUPERSEDED-not-drift reasoning, 80-claim pin unmoved, no INTAKE",process,,retained,ADJ-U C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-U3-02,Duties 1–23 hygiene grading 5 COMPLIANT/3 DEFECT + envelope audit,process,,retained,ADJ-U C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-U3-03,Duty-18 pre-seal literal lint (first cycle) 1 DEFECT + **D-2 new catch** (T2 undisclosed carry),disclosure,,retained,ADJ-U C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-U3-04,Claim-status lint exit 0 (80/0/0; 0 REFUTED_REGRESSED; 0 PREDECESSOR_TERMINAL_LOST) + stance-lint CONSISTENT,process,,retained,ADJ-U C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-U3-05,"Class-aware slate dry-run 51 candidates (T23/F16/U12), 0 collisions, advisory",process,,retained,ADJ-U C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-U3-06,"**MAJOR / terminal-record lesson** — duty-18 lint hard-codes claimed side (duty-16 falsifiability method defect); must parse target returns; recurring class; results correct, impact nil",MAJOR,,retained,ADJ-U C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
