claim_id,status,registered_statement,registered_scope,evidence_grade
E993-R19-SUPPORT-PRESERVING-UNIT-TRANSPORT,REFUTED,"For every governed base-rank row, there is an exact support-label-preserving unit-token injection from positive favorable-leaf tokens to negative favorable-leaf tokens","Exact r19 unit-token mechanism with every matching edge preserving the leaf-support label; does not cover cross-support transport, non-unit capacities, or other aggregate encodings",see_certificate
E993-PAIR-FM-LEMMA,VERIFIED,"Lemma FM: for any integer sequences g, r and f := g (+) shift(r), if M is an argmax of f then r_{M-1} - r_M >= g_{M+1} - g_M. The s=-1 specialization (M = mode(f), mode(g) = M+1) narrows T2 (delta-r0 < a+b) to a window of width exactly a: b <= delta-r0 < a+b.","the full sum algebra of Identity II; NO unimodality, nonnegativity, zero-extension, s-value, or realizability hypothesis is used (registration says so per the adjudicated text). MANDATORY: Lemma FM narrows T2; it does not resolve it, and it is silent on T1/R2.",see_certificate
E993-PAIR-R-LOGCONCAVE-RATIO-BOUND,VERIFIED,"Cleared ratio bound (total, division-free): if r is nonnegative, r_M^2 >= r_{M-1}*r_{M+1} (log-concavity at M), and r_{M-1} >= r_M + b (Lemma FM), then (r_M - r_{M+1})*(r_M + b) >= r_M*b. Equivalent quotient form: delta-r1 >= r_M*b/(r_M+b) whenever r_M + b > 0, which at s=-1 under first-argmax is automatic since b >= 1.","VERIFIED (proved, conditional on r's log-concavity - strictly stronger than the mere unimodality R1 already assumes). MANDATORY: does NOT imply T1 in general - T1 follows iff r_M*c > b*(b-c), and at c=0, b>0 the bound degenerates to 0 > b^2, false; the route's disclosure of this gap is correct. SHARPNESS: attained at non-degenerate instances (witness g=(4,8,10,10), r=(4,2,1), r_M=2, R20C5-ADJ-T par.2.6.3); attainment holds exactly when r_M^2 = r_{M+1}*(r_M+b) (18,630 configurations, 0 characterisation mismatches; 413 non-degenerate slack-0). No route/critic-sampled population established the attribute (all their slack-0 hits were degenerate r_M=0); the adjudicator witness does.",see_certificate
E993-PAIR-EDGE-JOIN-COMPOSITION,VERIFIED,"Edge-join composition law (REPAIRED r20 C6 - the PAIR FORM, canonical). Let (F1,v1) and (F2,v2) be realizable leaf pairs (v_i a leaf of forest F_i with support u_i), registry letters f_i := i(F_i - v_i), g_i := i(F_i - N[v_i]), r_i := i(F_i - N[u_i]) (so f_i = g_i (+) shift(r_i)). CONSTRUCTION: delete v2, join the two SUPPORTS by one new edge, keep v1 as the mark - W := F1 disjoint-union (F2 - v2) + edge u1u2, marked leaf v1. Then v1 is again a leaf of W with support u1, and f' = g1*g2 + x*(r1*g2 + g1*r2) [= f1*f2 - x^2*r1*r2], g' = g1*f^(2) with f^(2) := i(F2 - v2) (= f2), and r' = r1*g2. The law is CLOSED ON REALIZABLE PAIRS (r'_0 = 1 always). THE GENERAL LAW it specialises: for ANY two graphs (H1,u1),(H2,u2), any marked vertices, writing h_i := i(H_i), p_i := i(H_i - u_i), q_i := i(H_i - N[u_i]) and J := H1 disjoint-union H2 + edge u1u2: i(J) = p1*p2 + x*(q1*p2 + p1*q2) [= h1*h2 - x^2*q1*q2]; i(J - u1) = p1*h2; i(J - N[u1]) = q1*p2; symmetrically at u2. (Deliberately lettered p,q so no reader takes these for the registry's f,g - the letter collision caused the C5 defect.)","PAIR FORM: realizable leaf pairs, closed on them; K_2 is the FORCED atom (K_1 carries no leaf); every leaf-marked tree is reachable by edge-peeling at the support (proved by hand; 2,298/2,298 leaf instances over 435 trees to order 11) - the property that makes this row bear on OB-R20-REALIZE. GENERAL LAW: any two graphs, any marked vertices - NO leaf, tree, forest or acyclicity hypothesis (verified 81,225/81,225 incl. cyclic and disconnected; this scope may NOT be narrowed). FOUR REFUSALS OF RECORD (r20 C6, so no controller 'fixes' correct sentences): the f'-formula may NOT be replaced (every C6 replacement proposal is a true identity about a differently-constructed side-2-intact object, REFUSED); f^(2) := i(H2) may NOT be 'fixed' to i(H2-u2); MANDATORY CONDITION 2 (f^(2) notationally distinct from f_2) may NOT be reversed; the any-two-rooted-graphs scope may NOT be narrowed to leaves.",see_certificate
E993-PAIR-LOGCONCAVE-DOMINATED-R2-CONJECTURE,REFUTED,"REFUTED CONJECTURE (mechanism fence): 'g, r log-concave with no internal zero AND r <= g pointwise AND s=-1 implies h has strict unique mode at M+1' is FALSE.",mechanism tier only - abstract sequence objects with no forest order; NEVER a target event. Registered REFUTED as a fence against re-proposal (r19 fence practice; monotone refutation precedence binds).,see_certificate
E993-PAIR-GENERATION-THEOREM,VERIFIED,"GENERATION THEOREM FOR REALIZABLE TRIPLES: a marked forest is (H,u), u ANY vertex; state f := i(H), g := i(H-u), r := i(H-N[u]) (f = g (+) shift(r)). Laws: EDGE-JOIN ((H1,u1),(H2,u2)) -> (H1+H2+edge u1u2, u1): f' = g1*g2 + x*(r1*g2 + g1*r2), g' = g1*f2, r' = r1*g2. DISJOINT-UNION ((H1,u1),H2) -> (H1+H2, u1), h2 := i(H2): f' = f1*h2, g' = g1*h2, r' = r1*h2. (Pendant-at-u is NOT a primitive: pendant_at_u(t) == edge_join(t,(K_1,u)); branch factorization likewise derivable.) THEOREM: with GEN the closure of the single atom (K_1,u) = (1+x, 1, 1) under the two laws, graded by vertex count, for every m >= 1 GEN[m] equals EXACTLY {(i(H), i(H-u), i(H-N[u])) : H a forest on m vertices, u in V(H)}. EDGE-JOIN alone gives exactly the same set with H ranging over TREES. Proof: soundness by explicit construction; completeness by strong induction on m (peel u's component by DISJOINT-UNION, or split a tree at any bridge at u by EDGE-JOIN).","FIVE MANDATORY LINES (all required): (1) OBJECT CLASS - forests not trees-only, triples not pairs; authority is CYCLE6-ALLOCATION's T-1 text, NOT contract Sec2 (whose PHI-REAL says 'an actual tree T and leaf v'); the triple form carries NO content beyond the pair form (r = (f-g)/x - triple- and pair-completeness are EQUIVALENT). (2) REDUCTION - the leaf-freedom lemma (realizable in the contract's leaf sense IFF realizable at ANY vertex of H := F-v) is proved, not measured. (3) GENERATIVE, NOT RECOGNITIONAL - decides no given (f,g,r) without search, supplies no separating invariant; OB-R20-REALIZE is NOT discharged and stays OPEN. (4) PROOF, NOT COMPUTATION - the universal quantifier is carried by the structural induction; the exhaustive m<=17 verification (1,354,143 triples at m=17, both directions) is corroboration only; no bounded match is evidence of anything beyond its box. (5) MECHANISM TIER - nothing here asserts, implies or bears on TREE/FOREST/TRANSFER/COUNTEREXAMPLE. EDGE-JOIN CITATION CAVEAT: this row may cite the r20 C6-repaired E993-PAIR-EDGE-JOIN-COMPOSITION text only, never the C5 text as originally written; MANDATORY CONDITION 2 of that row stands.",see_certificate
E993-PAIR-BROOM-DOMINATION,VERIFIED,"Broom(m,l) domination theorem (G2, registered at the fourth assembly): for every fixed l >= 0 there is a finite M(l) such that for every m >= M(l), the Broom(m,l) sequence h is strictly increasing on [0, p_m], nonincreasing after, with mode(h) = p_m exactly. M(l) IS PROVED FINITE via the five-link composite: L1 Lemma A (for any Q with Q(0)=1, Q_i >= 0: A_{m,k} > A_{m,k-1} for 1 <= k <= floor(m/2), hence p(A_m) >= floor(m/2) -> infinity; uses NO real-rootedness, log-concavity or unimodality of Q); L2 Lemma B* WITH HYPOTHESIS (for nonnegative WEAKLY UNIMODAL a with a_0 > 0: p((1+x)a) >= p(a) at first-argmax — the hypothesis is LOAD-BEARING: a=[3,5,0,7] gives p=3 -> p=1, registrar counter-witness at the C7 gate); L3 the Pascal identity j*[C(m,j)-C(m,j-1)] = C(m,j-1)(m-2j+1); L4 zone-1 log-concavity of A_m on REGISTRY authority (E993-PAIR-PATH-CLOSURE + E993-TRS2-IFF-ALC + E993-TRS2-CONVOLUTION-CLOSURE — no Newton, no external citation); L5 three-zone domination with strictness ((q_l)_1 = l; l=0 by the monotone form (m^2-3m-2)/2 > 0 for m >= 4).","FIXED l only — the simultaneous multi-leg growth refutation (r20 C5/C6) stands. M(l) table of record l = 0..24 on three mutually independent exhaustive scans, incl. closed-form exceptions l=0 (M=6) and l=1 (M=5). The closed form M(l) = max(2(s_l+2), Gamma(l)+1) is MEASURED l=0..24, NOT proved. MANDATORY: 'complete and gapless' may never be written on this row (struck three times in-run); the false 'condition (ii) reduces to j=1' mechanism (binding j = 2..5 at l = 0..6) may not be cited. The general-L multi-background extension is REGISTERED as E993-PAIR-GENERAL-L-DOMINATION (idx 78, the same C8 gate; sentence corrected r20 C9).",see_certificate
E993-PAIR-K2-GRAFT-PRESERVATION,CONDITIONAL,"K2-graft conditional preservation theorem (adjudicated measured-quad form, r20 C8): let (F1,v1) be a leaf-marked forest at the s=-1 stratum with measured margin quad (delta_f, plateau_span, margin_A, margin_B) = (1,0,0,2) and f1,g1,r1,h1 weakly unimodal (the structural-induction hypothesis). Then the K2-graft - EDGE-JOIN at its forced atom F2 = K2, i.e. grafting one pendant leaf onto the support - preserves the window box: margin_B(W) >= 1 UNCONDITIONALLY at the stratum, and margin_A(W) >= 0 follows in two lines from the single named premise P-CASE-I (unproved, unrefuted, survived attack at every scope attempted). Constituent proved lemmas on this certificate: the K2-graft closed form g' = (1+x)g1, r' = r1; the identity f' = h1 (W - v1 iso F1: unconditional, every forest, every leaf); the mode-location trichotomy (the new half of the route's Lemma 3); P-SIGN-F struck from the premise set (proved a theorem, f' = h1).","STRICTLY SUB-CHARTERED (C8-GATE-RECORD par.0): the K2 ATOM of ONE law (EDGE-JOIN), ONE stratum (s=-1); an atom instance is not a law - general EDGE-JOIN and DISJOINT-UNION carry no preservation theorem; delta_f=0 carries no theorem. FIREWALL: this restated form never consumes target-implying P-DF01 (= OPEN E993-PAIR-LEAFDRIFT-01); the route face's Corollary carried that breach and is struck of record. Registered CONDITIONAL - the row is not VERIFIED-unconditional and may never be cited without P-CASE-I named.",see_certificate
E993-PAIR-GENERAL-L-DOMINATION,VERIFIED,"General-L multi-background domination theorem (N2, registered with ADJ-T's three repairs, r20 C8): for every finite nonempty leg multiset L with all entries >= 1 and every m >= M(L), the Spider(1^m, L) sequence h is dominated with mode(h) = p_m, by the one-sentence peel (the setup f = (1+x)^m prod q_lambda, g = prod q_{lambda-1} derived from scratch for every such L) substituted into the registered E993-PAIR-BROOM-DOMINATION five-link composite - every link cited, none re-proved.","fixed finite L only (simultaneous multi-leg growth refuted r20 C5/C6, stands); M(L) finite by the composite's chain; the SPIDER-CLOSED-FORM citation carries that row's mandatory scope line (the closed form is a proof; general-spider CLOSURE is not proved). Neither Broom nor Spider(1^m,L) can test R2 - mechanism tier entirely.",see_certificate
E993-R23-LITERAL-ACTUAL-TREE-FIXED-GAMMA-HALL,REFUTED,"For every eligible finite ordinary tree and rank in the r23 semantic contract, the literal fixed Delete/Retag relation Gamma_actual satisfies Hall's subset inequality.",Literal ordinary-tree instantiation fixed by the r23 semantic contract; not every legacy governed RTree encoding. A changed or enlarged relation is a different claim.,see_certificate
E993-R23-TAG-CLOSED-CUT-HALL,REFUTED,"The universal tag-closed-cut Hall theorem: for every eligible finite ordinary tree and rank in the r23 semantic contract, every tag-closed cut of the literal Delete/Retag relation satisfies Hall's subset inequality (the demand |X| <= |Gamma(X)| on every tag-closed X).","Governed r23 scope (the A2.2-class dead-branch fence); the tag-closed-cut mechanism specifically, as distinct from the already-REFUTED all-cut mechanism (E993-R23-LITERAL-ACTUAL-TREE-FIXED-GAMMA-HALL, order-91) and from Delete-only universal Hall (refuted a fortiori from the same witness family). A changed or narrowed cut class is a different claim; the per-row demand |P| <= |N| (the O14 row) is NOT this claim and remains OPEN. Object of record: the r23 ordinary-tree object (Horn B).",see_certificate
E993-G1WIDE-NO-SIZE-CAP,OPEN,The exact G1wide tuple guards imply residual Delta_(p-2) <= 0 without hKL or hKSCOPE,Actual finite trees and separately the binder-for-binder RTree target in the solution contract,open_unresolved_no_formal_award
E993-G1-GUARDED-KSCOPE25,REFUTED,Every residual component in every G1-eligible tuple has at most 25 vertices,G1-eligible actual tree tuples,see_certificate
E993-MA-T16,REFUTED,Arbitrary weakly unimodal nonnegative sequences are convolution-closed.,"(1,1,2)*(1,1,3)=(1,2,6,5,6); factors are not graph vectors. Nested interval-layer closure is the same WU class according to the same source row 18.",see_certificate
E993-MA-T18,REFUTED,The stated common-pivot rooted centered-chain architecture composes for every rooted tree.,"Center-rooted K1,4 refutes universal composition and membership; the tree remains unimodal.",see_certificate
E993-MA-T19,REFUTED,Restricted Hall-core data determine the adjacent independence-coefficient sign.,"K1,3 and K1,4 show the retained data are insufficient; no target counterexample follows.",see_certificate
E993-T15,REFUTED,Branch-ratio monotonicity is preserved under the proposed rooted composition.,Refutes the proposed invariant only; witness tree remains unimodal.,see_certificate
E993-T16,REFUTED,Fixed-anchor terminal-sign transport survives path substitution.,Refutes the proposed transport rule only.,see_certificate
E993-T17,REFUTED,Excluded-state alpha dominance supplies the proposed endpoint invariant.,Refutes the proposed endpoint premise only.,see_certificate
E993-T18,REFUTED,The uniform weighted RSV invariant holds for every rational lambda>=1.,"Fails on rooted K_(1,6) at lambda=10; TREE unaffected.",see_certificate
E993-T20,REFUTED,TDLC1 contains every tree independence vector.,W_51 violates TDLC1 and remains weakly unimodal.,see_certificate
OB-C9-F1-PROJECTION-FACTOR-DECODER,REFUTED,"Determine whether rank-(4,5) leaf-deletion output factors through the named pi_UD projection.",The Cycle 10 exact projection collision is not reversed.,see_certificate
OB-C9-U1-LINKED-CROSS-MINOR,REFUTED,The defense-defined LCM_run requires nonnegative chi_k for every rooted tree whose two split polynomials satisfy SplitTRS2.,The center-rooted four-vertex star has chi_2=-1.,see_certificate
OB-C10-U3-AMBIENT-CLOSURE,REFUTED,Prove guarded closure for arbitrary nonnegative rank-six arrays.,The predecessor ambient-array refutation is not reversed.,see_certificate
R17-BETA-D2-PGE7,REFUTED,BetaTarget restricted to support degree two at every rank p >= 7.,"Exact BetaTarget guards, support degree two and p>=7. Same actual order-91 marked witness in frozen audit; not equated to unrestricted beta scope.",see_certificate
R18-REFT5,REFUTED,REF-T-5 sufficiency mechanism slack_t <= H-D-1,fires 44/49 rows = 28/33 instances; exact firing criterion 2H >= (p+2)D+2 at edgeless-U star-hub scope; C5-GATE-RECORD §2,see_certificate
E993-G1-GATEWAY-NORMAL-FORM,VERIFIED,"Every ordinary handle tuple admits a unique assignment of each residual component C to one gateway w and one attachment root; with P_w=I(F_w), S_w=I(F_w-R_w), I(U)=prod P_w, I(H)=prod(P_w+z S_w), I(A)=I(H)+z I(U), and I(T)=(1+2z)I(H)+z(1+z)I(U). Conversely every finite rooted forest with components assigned to fresh gateways constructs such a handle tuple.","Ordinary finite trees with handle v-s-g and deg(s)=2; structural theorem without numerical G1 eligibility; empty residuals/blocks, grouped components, repeated isomorphism types included.",proved_informal_adjudicated_no_formal_award
